"","X.x","Date","Species","site","transect","average_value","Week.x","month","year.x","YearMonth.x","YearMonthSite.x","WeekYearSite","cape.x","X.y","YearMonth.y","SiteCode","average_chl","Week.y","cape.y","year.y","YearMonthSite.y"
"1393",967,"2024-09-17","Hedophyllum sessile","BB",2,6.61538461538461,38,9,24,"Sep 2024","Sep 2024_BB","38_24_BB","Foulweather",93,"Sep 2024","BB",3.05333333333333,38,"Foulweather",24,"Sep 2024_BB"
"1394",967,"2024-09-17","Hedophyllum sessile","BB",2,6.61538461538461,38,9,24,"Sep 2024","Sep 2024_BB","38_24_BB","Foulweather",94,"Sep 2024","BB",3.05333333333333,38,"Foulweather",24,"Sep 2024_BB"
"1395",967,"2024-09-17","Hedophyllum sessile","BB",2,6.61538461538461,38,9,24,"Sep 2024","Sep 2024_BB","38_24_BB","Foulweather",95,"Sep 2024","BB",3.05333333333333,38,"Foulweather",24,"Sep 2024_BB"
"1396",968,"2024-09-17","Hedophyllum sessile","BB",3,4.57142857142857,38,9,24,"Sep 2024","Sep 2024_BB","38_24_BB","Foulweather",93,"Sep 2024","BB",3.05333333333333,38,"Foulweather",24,"Sep 2024_BB"
"1397",968,"2024-09-17","Hedophyllum sessile","BB",3,4.57142857142857,38,9,24,"Sep 2024","Sep 2024_BB","38_24_BB","Foulweather",94,"Sep 2024","BB",3.05333333333333,38,"Foulweather",24,"Sep 2024_BB"
"1398",968,"2024-09-17","Hedophyllum sessile","BB",3,4.57142857142857,38,9,24,"Sep 2024","Sep 2024_BB","38_24_BB","Foulweather",95,"Sep 2024","BB",3.05333333333333,38,"Foulweather",24,"Sep 2024_BB"
"1399",969,"2024-09-17","Hedophyllum sessile","BB",4,8.13333333333333,38,9,24,"Sep 2024","Sep 2024_BB","38_24_BB","Foulweather",93,"Sep 2024","BB",3.05333333333333,38,"Foulweather",24,"Sep 2024_BB"
"1400",969,"2024-09-17","Hedophyllum sessile","BB",4,8.13333333333333,38,9,24,"Sep 2024","Sep 2024_BB","38_24_BB","Foulweather",94,"Sep 2024","BB",3.05333333333333,38,"Foulweather",24,"Sep 2024_BB"
"1401",969,"2024-09-17","Hedophyllum sessile","BB",4,8.13333333333333,38,9,24,"Sep 2024","Sep 2024_BB","38_24_BB","Foulweather",95,"Sep 2024","BB",3.05333333333333,38,"Foulweather",24,"Sep 2024_BB"
"1402",970,"2024-09-17","Hedophyllum sessile","BB",5,6.90909090909091,38,9,24,"Sep 2024","Sep 2024_BB","38_24_BB","Foulweather",93,"Sep 2024","BB",3.05333333333333,38,"Foulweather",24,"Sep 2024_BB"
"1403",970,"2024-09-17","Hedophyllum sessile","BB",5,6.90909090909091,38,9,24,"Sep 2024","Sep 2024_BB","38_24_BB","Foulweather",94,"Sep 2024","BB",3.05333333333333,38,"Foulweather",24,"Sep 2024_BB"
"1404",970,"2024-09-17","Hedophyllum sessile","BB",5,6.90909090909091,38,9,24,"Sep 2024","Sep 2024_BB","38_24_BB","Foulweather",95,"Sep 2024","BB",3.05333333333333,38,"Foulweather",24,"Sep 2024_BB"
"1405",971,"2024-09-21","Egregia menziesii","RP",2,0.333333333333333,38,9,24,"Sep 2024","Sep 2024_RP","38_24_RP","Blanco",102,"Sep 2024","RP",13.1066666666667,38,"Blanco",24,"Sep 2024_RP"
"1406",971,"2024-09-21","Egregia menziesii","RP",2,0.333333333333333,38,9,24,"Sep 2024","Sep 2024_RP","38_24_RP","Blanco",103,"Sep 2024","RP",13.1066666666667,38,"Blanco",24,"Sep 2024_RP"
"1407",971,"2024-09-21","Egregia menziesii","RP",2,0.333333333333333,38,9,24,"Sep 2024","Sep 2024_RP","38_24_RP","Blanco",104,"Sep 2024","RP",13.1066666666667,38,"Blanco",24,"Sep 2024_RP"
"1408",972,"2024-09-21","Egregia menziesii","RP",3,0,38,9,24,"Sep 2024","Sep 2024_RP","38_24_RP","Blanco",102,"Sep 2024","RP",13.1066666666667,38,"Blanco",24,"Sep 2024_RP"
"1409",972,"2024-09-21","Egregia menziesii","RP",3,0,38,9,24,"Sep 2024","Sep 2024_RP","38_24_RP","Blanco",103,"Sep 2024","RP",13.1066666666667,38,"Blanco",24,"Sep 2024_RP"
"1410",972,"2024-09-21","Egregia menziesii","RP",3,0,38,9,24,"Sep 2024","Sep 2024_RP","38_24_RP","Blanco",104,"Sep 2024","RP",13.1066666666667,38,"Blanco",24,"Sep 2024_RP"
"1416",978,"2024-10-19","Alaria marginata","CB",1,0.4,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",113,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1417",978,"2024-10-19","Alaria marginata","CB",1,0.4,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",114,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1418",978,"2024-10-19","Alaria marginata","CB",1,0.4,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",115,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1419",979,"2024-10-19","Alaria marginata","CB",2,1.5,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",113,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1420",979,"2024-10-19","Alaria marginata","CB",2,1.5,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",114,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1421",979,"2024-10-19","Alaria marginata","CB",2,1.5,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",115,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1422",980,"2024-10-19","Alaria marginata","CB",3,1,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",113,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1423",980,"2024-10-19","Alaria marginata","CB",3,1,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",114,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1424",980,"2024-10-19","Alaria marginata","CB",3,1,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",115,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1425",981,"2024-10-19","Alaria marginata","CB",4,0.666666666666667,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",113,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1426",981,"2024-10-19","Alaria marginata","CB",4,0.666666666666667,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",114,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1427",981,"2024-10-19","Alaria marginata","CB",4,0.666666666666667,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",115,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1428",982,"2024-10-19","Alaria marginata","CB",5,0,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",113,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1429",982,"2024-10-19","Alaria marginata","CB",5,0,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",114,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1430",982,"2024-10-19","Alaria marginata","CB",5,0,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",115,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1431",983,"2024-10-19","Hedophyllum sessile","CB",1,5.6,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",113,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1432",983,"2024-10-19","Hedophyllum sessile","CB",1,5.6,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",114,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1433",983,"2024-10-19","Hedophyllum sessile","CB",1,5.6,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",115,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1434",984,"2024-10-19","Hedophyllum sessile","CB",2,1.83333333333333,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",113,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1435",984,"2024-10-19","Hedophyllum sessile","CB",2,1.83333333333333,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",114,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1436",984,"2024-10-19","Hedophyllum sessile","CB",2,1.83333333333333,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",115,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1437",985,"2024-10-19","Hedophyllum sessile","CB",3,25.5,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",113,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1438",985,"2024-10-19","Hedophyllum sessile","CB",3,25.5,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",114,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1439",985,"2024-10-19","Hedophyllum sessile","CB",3,25.5,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",115,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1440",986,"2024-10-19","Hedophyllum sessile","CB",4,4.33333333333333,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",113,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1441",986,"2024-10-19","Hedophyllum sessile","CB",4,4.33333333333333,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",114,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1442",986,"2024-10-19","Hedophyllum sessile","CB",4,4.33333333333333,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",115,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1443",987,"2024-10-19","Hedophyllum sessile","CB",5,20.3333333333333,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",113,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1444",987,"2024-10-19","Hedophyllum sessile","CB",5,20.3333333333333,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",114,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1445",987,"2024-10-19","Hedophyllum sessile","CB",5,20.3333333333333,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",115,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1446",988,"2024-10-19","Postelsia palmaeformis","CB",1,0,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",113,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1447",988,"2024-10-19","Postelsia palmaeformis","CB",1,0,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",114,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1448",988,"2024-10-19","Postelsia palmaeformis","CB",1,0,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",115,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1449",989,"2024-10-19","Postelsia palmaeformis","CB",2,1.5,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",113,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1450",989,"2024-10-19","Postelsia palmaeformis","CB",2,1.5,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",114,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1451",989,"2024-10-19","Postelsia palmaeformis","CB",2,1.5,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",115,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1452",990,"2024-10-19","Postelsia palmaeformis","CB",3,0,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",113,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1453",990,"2024-10-19","Postelsia palmaeformis","CB",3,0,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",114,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1454",990,"2024-10-19","Postelsia palmaeformis","CB",3,0,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",115,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1455",991,"2024-10-19","Postelsia palmaeformis","CB",4,0,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",113,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1456",991,"2024-10-19","Postelsia palmaeformis","CB",4,0,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",114,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1457",991,"2024-10-19","Postelsia palmaeformis","CB",4,0,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",115,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1458",992,"2024-10-19","Postelsia palmaeformis","CB",5,0,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",113,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1459",992,"2024-10-19","Postelsia palmaeformis","CB",5,0,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",114,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1460",992,"2024-10-19","Postelsia palmaeformis","CB",5,0,42,10,24,"Oct 2024","Oct 2024_CB","42_24_CB","Blanco",115,"Oct 2024","CB",4.05333333333333,42,"Blanco",24,"Oct 2024_CB"
"1464",996,"2024-12-03","Alaria marginata","BB",2,0,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",121,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1465",996,"2024-12-03","Alaria marginata","BB",2,0,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",122,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1466",996,"2024-12-03","Alaria marginata","BB",2,0,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",123,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1467",997,"2024-12-03","Alaria marginata","BB",3,0,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",121,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1468",997,"2024-12-03","Alaria marginata","BB",3,0,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",122,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1469",997,"2024-12-03","Alaria marginata","BB",3,0,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",123,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1470",998,"2024-12-03","Alaria marginata","BB",5,0,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",121,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1471",998,"2024-12-03","Alaria marginata","BB",5,0,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",122,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1472",998,"2024-12-03","Alaria marginata","BB",5,0,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",123,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1473",999,"2024-12-03","Hedophyllum sessile","BB",1,4.61538461538461,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",121,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1474",999,"2024-12-03","Hedophyllum sessile","BB",1,4.61538461538461,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",122,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1475",999,"2024-12-03","Hedophyllum sessile","BB",1,4.61538461538461,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",123,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1476",1000,"2024-12-03","Hedophyllum sessile","BB",2,6.25,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",121,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1477",1000,"2024-12-03","Hedophyllum sessile","BB",2,6.25,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",122,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1478",1000,"2024-12-03","Hedophyllum sessile","BB",2,6.25,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",123,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1479",1001,"2024-12-03","Hedophyllum sessile","BB",3,5.36363636363636,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",121,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1480",1001,"2024-12-03","Hedophyllum sessile","BB",3,5.36363636363636,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",122,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1481",1001,"2024-12-03","Hedophyllum sessile","BB",3,5.36363636363636,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",123,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1482",1002,"2024-12-03","Hedophyllum sessile","BB",4,7.93333333333333,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",121,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1483",1002,"2024-12-03","Hedophyllum sessile","BB",4,7.93333333333333,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",122,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1484",1002,"2024-12-03","Hedophyllum sessile","BB",4,7.93333333333333,49,12,24,"Dec 2024","Dec 2024_BB","49_24_BB","Foulweather",123,"Dec 2024","BB",2.66,49,"Foulweather",24,"Dec 2024_BB"
"1498",1016,"2025-03-30","Egregia menziesii","FC",1,0,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",130,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1499",1016,"2025-03-30","Egregia menziesii","FC",1,0,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",131,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1500",1016,"2025-03-30","Egregia menziesii","FC",1,0,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",132,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1501",1017,"2025-03-30","Egregia menziesii","FC",2,0,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",130,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1502",1017,"2025-03-30","Egregia menziesii","FC",2,0,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",131,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1503",1017,"2025-03-30","Egregia menziesii","FC",2,0,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",132,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1504",1018,"2025-03-30","Egregia menziesii","FC",3,0,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",130,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1505",1018,"2025-03-30","Egregia menziesii","FC",3,0,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",131,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1506",1018,"2025-03-30","Egregia menziesii","FC",3,0,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",132,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1507",1019,"2025-03-30","Egregia menziesii","FC",5,0,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",130,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1508",1019,"2025-03-30","Egregia menziesii","FC",5,0,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",131,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1509",1019,"2025-03-30","Egregia menziesii","FC",5,0,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",132,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1510",1020,"2025-03-30","Hedophyllum sessile","FC",1,4.5,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",130,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1511",1020,"2025-03-30","Hedophyllum sessile","FC",1,4.5,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",131,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1512",1020,"2025-03-30","Hedophyllum sessile","FC",1,4.5,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",132,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1513",1021,"2025-03-30","Hedophyllum sessile","FC",2,5,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",130,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1514",1021,"2025-03-30","Hedophyllum sessile","FC",2,5,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",131,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1515",1021,"2025-03-30","Hedophyllum sessile","FC",2,5,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",132,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1516",1022,"2025-03-30","Hedophyllum sessile","FC",3,1.2,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",130,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1517",1022,"2025-03-30","Hedophyllum sessile","FC",3,1.2,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",131,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1518",1022,"2025-03-30","Hedophyllum sessile","FC",3,1.2,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",132,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1519",1023,"2025-03-30","Hedophyllum sessile","FC",4,15,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",130,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1520",1023,"2025-03-30","Hedophyllum sessile","FC",4,15,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",131,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1521",1023,"2025-03-30","Hedophyllum sessile","FC",4,15,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",132,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1522",1024,"2025-03-30","Hedophyllum sessile","FC",5,5.25,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",130,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1523",1024,"2025-03-30","Hedophyllum sessile","FC",5,5.25,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",131,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1524",1024,"2025-03-30","Hedophyllum sessile","FC",5,5.25,13,3,25,"Mar 2025","Mar 2025_FC","13_25_FC","Foulweather",132,"Mar 2025","FC",2.34,13,"Foulweather",25,"Mar 2025_FC"
"1525",1025,"2025-04-28","Alaria marginata","BB",2,0,17,4,25,"Apr 2025","Apr 2025_BB","17_25_BB","Foulweather",133,"Apr 2025","BB",8.90333333333333,17,"Foulweather",25,"Apr 2025_BB"
"1526",1025,"2025-04-28","Alaria marginata","BB",2,0,17,4,25,"Apr 2025","Apr 2025_BB","17_25_BB","Foulweather",134,"Apr 2025","BB",8.90333333333333,17,"Foulweather",25,"Apr 2025_BB"
"1527",1025,"2025-04-28","Alaria marginata","BB",2,0,17,4,25,"Apr 2025","Apr 2025_BB","17_25_BB","Foulweather",135,"Apr 2025","BB",8.90333333333333,17,"Foulweather",25,"Apr 2025_BB"
"1528",1026,"2025-04-28","Alaria marginata","BB",3,0,17,4,25,"Apr 2025","Apr 2025_BB","17_25_BB","Foulweather",133,"Apr 2025","BB",8.90333333333333,17,"Foulweather",25,"Apr 2025_BB"
"1529",1026,"2025-04-28","Alaria marginata","BB",3,0,17,4,25,"Apr 2025","Apr 2025_BB","17_25_BB","Foulweather",134,"Apr 2025","BB",8.90333333333333,17,"Foulweather",25,"Apr 2025_BB"
"1530",1026,"2025-04-28","Alaria marginata","BB",3,0,17,4,25,"Apr 2025","Apr 2025_BB","17_25_BB","Foulweather",135,"Apr 2025","BB",8.90333333333333,17,"Foulweather",25,"Apr 2025_BB"
"1531",1027,"2025-04-28","Alaria marginata","BB",4,22.2,17,4,25,"Apr 2025","Apr 2025_BB","17_25_BB","Foulweather",133,"Apr 2025","BB",8.90333333333333,17,"Foulweather",25,"Apr 2025_BB"
"1532",1027,"2025-04-28","Alaria marginata","BB",4,22.2,17,4,25,"Apr 2025","Apr 2025_BB","17_25_BB","Foulweather",134,"Apr 2025","BB",8.90333333333333,17,"Foulweather",25,"Apr 2025_BB"
"1533",1027,"2025-04-28","Alaria marginata","BB",4,22.2,17,4,25,"Apr 2025","Apr 2025_BB","17_25_BB","Foulweather",135,"Apr 2025","BB",8.90333333333333,17,"Foulweather",25,"Apr 2025_BB"
"1534",1028,"2025-04-28","Alaria marginata","BB",5,0.8,17,4,25,"Apr 2025","Apr 2025_BB","17_25_BB","Foulweather",133,"Apr 2025","BB",8.90333333333333,17,"Foulweather",25,"Apr 2025_BB"
"1535",1028,"2025-04-28","Alaria marginata","BB",5,0.8,17,4,25,"Apr 2025","Apr 2025_BB","17_25_BB","Foulweather",134,"Apr 2025","BB",8.90333333333333,17,"Foulweather",25,"Apr 2025_BB"
"1536",1028,"2025-04-28","Alaria marginata","BB",5,0.8,17,4,25,"Apr 2025","Apr 2025_BB","17_25_BB","Foulweather",135,"Apr 2025","BB",8.90333333333333,17,"Foulweather",25,"Apr 2025_BB"
